id,pr_number,author,created_at,type,body_length
962440485,8673,BIGWangYuDong,2022-09-05T02:59:30Z,review_comment,56
962441029,8673,BIGWangYuDong,2022-09-05T03:01:31Z,review_comment,94
962441341,8673,BIGWangYuDong,2022-09-05T03:02:37Z,review_comment,29
963134586,8673,christian-hiebl,2022-09-05T21:50:50Z,review_comment,100
1056070107,8673,BIGWangYuDong,2022-12-23T06:19:50Z,review_comment,291
1090033636,7645,codecov[bot],2022-04-06T09:06:21Z,issue_comment,2966
1124563188,7645,CCODING04,2022-05-12T06:01:57Z,issue_comment,175
1124580470,7645,jbwang1997,2022-05-12T06:29:41Z,issue_comment,87
1170666713,7645,CCODING04,2022-06-30T02:01:57Z,issue_comment,371
1170760602,7645,jbwang1997,2022-06-30T04:52:11Z,issue_comment,1217
1181307256,7645,CCODING04,2022-07-12T04:42:15Z,issue_comment,194
1182974107,7645,CCODING04,2022-07-13T09:14:48Z,issue_comment,391
1186792572,7645,CCODING04,2022-07-18T05:48:37Z,issue_comment,863
1187563167,7645,jbwang1997,2022-07-18T14:23:14Z,issue_comment,259
1189806081,7645,CCODING04,2022-07-20T04:11:50Z,issue_comment,383
844586092,7645,ZwwWayne,2022-04-07T02:44:29Z,review_comment,29
844586526,7645,ZwwWayne,2022-04-07T02:45:46Z,review_comment,70
845704526,7645,CCODING04,2022-04-08T03:12:09Z,review_comment,198
852697315,7645,jbwang1997,2022-04-19T07:39:40Z,review_comment,104
852698225,7645,jbwang1997,2022-04-19T07:40:48Z,review_comment,26
857213885,7645,CCODING04,2022-04-25T02:02:12Z,review_comment,123
857221325,7645,CCODING04,2022-04-25T02:32:24Z,review_comment,239
857221601,7645,CCODING04,2022-04-25T02:33:23Z,review_comment,77
857237207,7645,jbwang1997,2022-04-25T03:35:13Z,review_comment,64
923408183,7645,jbwang1997,2022-07-18T13:59:42Z,review_comment,40
923410560,7645,jbwang1997,2022-07-18T14:01:52Z,review_comment,23
923413777,7645,jbwang1997,2022-07-18T14:04:56Z,review_comment,81
923417878,7645,jbwang1997,2022-07-18T14:08:48Z,review_comment,65
923423147,7645,jbwang1997,2022-07-18T14:13:43Z,review_comment,134
925143102,7645,CCODING04,2022-07-20T03:43:08Z,review_comment,261
632172168,2534,CLAassistant,2020-05-21T15:54:04Z,issue_comment,989
869718156,2534,hukaixuan19970627,2021-06-28T14:09:50Z,issue_comment,52
869721741,2534,hello-jinwoo,2021-06-28T14:13:52Z,issue_comment,272
1407628744,2534,ZwwWayne,2023-01-29T10:51:54Z,issue_comment,85
1502745358,10078,Ginray,2023-04-11T06:19:15Z,issue_comment,31
2434514807,10078,codecov[bot],2024-10-24T07:33:03Z,issue_comment,3711
3131098852,12388,CLAassistant,2025-07-29T07:39:58Z,issue_comment,570
1212881112,8552,CLAassistant,2022-08-12T08:50:44Z,issue_comment,175
1214645938,8552,ZwwWayne,2022-08-15T05:57:07Z,issue_comment,386
1220308189,8552,codecov[bot],2022-08-19T06:38:07Z,issue_comment,6466
1246313298,8552,ZwwWayne,2022-09-14T06:42:23Z,issue_comment,72
949832168,8552,hhaAndroid,2022-08-19T06:10:23Z,review_comment,64
949833104,8552,hhaAndroid,2022-08-19T06:12:05Z,review_comment,157
949835644,8552,hhaAndroid,2022-08-19T06:17:16Z,review_comment,15
949835852,8552,hhaAndroid,2022-08-19T06:17:40Z,review_comment,37
949837423,8552,hhaAndroid,2022-08-19T06:20:36Z,review_comment,118
949838553,8552,hhaAndroid,2022-08-19T06:22:45Z,review_comment,6
949840836,8552,hhaAndroid,2022-08-19T06:27:00Z,review_comment,102
949841827,8552,hhaAndroid,2022-08-19T06:28:46Z,review_comment,48
949843103,8552,hhaAndroid,2022-08-19T06:31:03Z,review_comment,51
949843741,8552,hhaAndroid,2022-08-19T06:32:07Z,review_comment,71
949845188,8552,hhaAndroid,2022-08-19T06:34:25Z,review_comment,116
949846680,8552,hhaAndroid,2022-08-19T06:35:46Z,review_comment,18
949847597,8552,hhaAndroid,2022-08-19T06:36:53Z,review_comment,6
950957540,8552,HuDi2018,2022-08-22T02:33:35Z,review_comment,163
950961364,8552,HuDi2018,2022-08-22T02:45:03Z,review_comment,90
950962353,8552,HuDi2018,2022-08-22T02:46:34Z,review_comment,23
950987699,8552,HuDi2018,2022-08-22T03:40:09Z,review_comment,268
951004755,8552,HuDi2018,2022-08-22T04:33:24Z,review_comment,568
951006929,8552,HuDi2018,2022-08-22T04:39:59Z,review_comment,77
951010148,8552,hhaAndroid,2022-08-22T04:48:39Z,review_comment,30
951010605,8552,hhaAndroid,2022-08-22T04:49:53Z,review_comment,93
951010897,8552,hhaAndroid,2022-08-22T04:50:43Z,review_comment,21
951011390,8552,hhaAndroid,2022-08-22T04:52:06Z,review_comment,53
951042404,8552,HuDi2018,2022-08-22T06:05:04Z,review_comment,18
951051395,8552,HuDi2018,2022-08-22T06:21:06Z,review_comment,72
955580525,8552,hhaAndroid,2022-08-26T02:08:11Z,review_comment,2
955581492,8552,hhaAndroid,2022-08-26T02:10:46Z,review_comment,85
955582464,8552,hhaAndroid,2022-08-26T02:13:39Z,review_comment,21
955582650,8552,hhaAndroid,2022-08-26T02:14:08Z,review_comment,26
955583119,8552,hhaAndroid,2022-08-26T02:15:26Z,review_comment,2
955637147,8552,HuDi2018,2022-08-26T04:24:24Z,review_comment,63
955638613,8552,HuDi2018,2022-08-26T04:27:39Z,review_comment,81
955777712,8552,RangiLyu,2022-08-26T08:09:15Z,review_comment,162
955778394,8552,RangiLyu,2022-08-26T08:10:02Z,review_comment,56
955780593,8552,RangiLyu,2022-08-26T08:12:41Z,review_comment,100
955788094,8552,RangiLyu,2022-08-26T08:21:35Z,review_comment,401
955792271,8552,RangiLyu,2022-08-26T08:26:27Z,review_comment,54
955798833,8552,HuDi2018,2022-08-26T08:33:27Z,review_comment,163
955840158,8552,RangiLyu,2022-08-26T09:12:57Z,review_comment,145
955913230,8552,ZwwWayne,2022-08-26T10:41:33Z,review_comment,216
955913751,8552,ZwwWayne,2022-08-26T10:42:17Z,review_comment,61
955917169,8552,ZwwWayne,2022-08-26T10:46:56Z,review_comment,119
1019503179,7067,codecov[bot],2022-01-23T15:03:11Z,issue_comment,2928
1034594918,7067,ZwwWayne,2022-02-10T07:50:27Z,issue_comment,114
1035288290,7067,fcakyon,2022-02-10T18:25:26Z,issue_comment,166
1036089507,7067,JingweiZhang12,2022-02-11T11:03:03Z,issue_comment,453
1062832403,7067,hhaAndroid,2022-03-09T11:38:41Z,issue_comment,34
790855820,7067,ZwwWayne,2022-01-24T15:28:10Z,review_comment,207
790870921,7067,fcakyon,2022-01-24T15:43:22Z,review_comment,105
790872610,7067,fcakyon,2022-01-24T15:45:01Z,review_comment,6857
791667220,7067,BIGWangYuDong,2022-01-25T12:35:27Z,review_comment,58
791667714,7067,BIGWangYuDong,2022-01-25T12:36:07Z,review_comment,49
794302695,7067,hhaAndroid,2022-01-28T08:44:58Z,review_comment,92
741484108,4259,CLAassistant,2020-12-09T02:30:14Z,issue_comment,175
749392352,4259,ZwwWayne,2020-12-22T07:27:42Z,issue_comment,41
749428014,4259,kellenf,2020-12-22T08:55:26Z,issue_comment,13
749438873,4259,codecov[bot],2020-12-22T09:18:08Z,issue_comment,3808
538960246,4259,kellenf,2020-12-09T02:37:13Z,review_comment,118
539281858,4259,ZwwWayne,2020-12-09T12:53:41Z,review_comment,69
539283457,4259,ZwwWayne,2020-12-09T12:56:09Z,review_comment,44
539283727,4259,ZwwWayne,2020-12-09T12:56:32Z,review_comment,36
539284438,4259,ZwwWayne,2020-12-09T12:57:27Z,review_comment,28
539284602,4259,ZwwWayne,2020-12-09T12:57:40Z,review_comment,7
540080345,4259,kellenf,2020-12-10T11:08:59Z,review_comment,117
540104416,4259,kellenf,2020-12-10T11:48:09Z,review_comment,16
540104522,4259,kellenf,2020-12-10T11:48:20Z,review_comment,7
540104597,4259,kellenf,2020-12-10T11:48:28Z,review_comment,5
540925145,4259,ZwwWayne,2020-12-11T12:51:28Z,review_comment,11
540925844,4259,ZwwWayne,2020-12-11T12:52:40Z,review_comment,114
540932498,4259,ZwwWayne,2020-12-11T13:04:29Z,review_comment,36
540932978,4259,ZwwWayne,2020-12-11T13:05:12Z,review_comment,13
541940736,4259,jshilong,2020-12-13T14:52:51Z,review_comment,362
542081277,4259,kellenf,2020-12-14T03:06:55Z,review_comment,109
542440773,4259,kellenf,2020-12-14T14:47:28Z,review_comment,7
542440908,4259,kellenf,2020-12-14T14:47:36Z,review_comment,7
542440967,4259,kellenf,2020-12-14T14:47:41Z,review_comment,7
542441117,4259,kellenf,2020-12-14T14:47:51Z,review_comment,7
542990209,4259,ZwwWayne,2020-12-15T02:08:55Z,review_comment,89
542990332,4259,ZwwWayne,2020-12-15T02:09:16Z,review_comment,159
542991594,4259,ZwwWayne,2020-12-15T02:12:32Z,review_comment,30
544789390,4259,kellenf,2020-12-17T03:42:17Z,review_comment,7
544789430,4259,kellenf,2020-12-17T03:42:23Z,review_comment,7
544793319,4259,kellenf,2020-12-17T03:55:08Z,review_comment,7
546478618,4259,ZwwWayne,2020-12-21T02:25:12Z,review_comment,50
547056461,4259,kellenf,2020-12-22T04:06:45Z,review_comment,7
3040335978,12378,CLAassistant,2025-07-05T22:18:14Z,issue_comment,176
1357013063,9495,ZwwWayne,2022-12-19T02:55:18Z,issue_comment,137
1051418142,9495,hhaAndroid,2022-12-17T15:20:29Z,review_comment,128
1051528390,9495,twmht,2022-12-18T04:49:14Z,review_comment,12
533992590,1386,lucasjinreal,2019-09-23T07:46:24Z,issue_comment,54
541016545,1386,druzhkov-paul,2019-10-11T10:53:33Z,issue_comment,405
541035976,1386,lucasjinreal,2019-10-11T12:03:49Z,issue_comment,30
609379165,1386,ashnair1,2020-04-05T08:29:49Z,issue_comment,21
613517440,1386,druzhkov-paul,2020-04-14T15:40:46Z,issue_comment,590
613532623,1386,ashnair1,2020-04-14T16:06:23Z,issue_comment,164
613618582,1386,druzhkov-paul,2020-04-14T18:50:50Z,issue_comment,19
614394066,1386,hakillha,2020-04-16T03:23:56Z,issue_comment,980
614479087,1386,druzhkov-paul,2020-04-16T07:54:44Z,issue_comment,340
631841992,1386,zr526799544,2020-05-21T02:32:21Z,issue_comment,559
631908227,1386,zr526799544,2020-05-21T06:24:50Z,issue_comment,497
631990220,1386,druzhkov-paul,2020-05-21T09:40:18Z,issue_comment,592
631994262,1386,zr526799544,2020-05-21T09:50:03Z,issue_comment,641
632173478,1386,CLAassistant,2020-05-21T15:55:17Z,issue_comment,902
639357573,1386,KevenLee,2020-06-05T09:09:30Z,issue_comment,2871
639364972,1386,druzhkov-paul,2020-06-05T09:24:37Z,issue_comment,74
639379584,1386,KevenLee,2020-06-05T09:56:35Z,issue_comment,248
639382141,1386,druzhkov-paul,2020-06-05T10:02:16Z,issue_comment,592
717119719,1386,RunningLeon,2020-10-27T09:48:40Z,issue_comment,70
717125286,1386,druzhkov-paul,2020-10-27T09:58:00Z,issue_comment,202
851359982,1386,ZwwWayne,2021-05-31T09:33:45Z,issue_comment,58
1504585660,1386,OpenMMLab-Assistant-004,2023-04-12T04:25:34Z,issue_comment,767
714879383,3985,CLAassistant,2020-10-23T03:07:30Z,issue_comment,1056
714885998,3985,codecov[bot],2020-10-23T03:29:42Z,issue_comment,2804
646837618,3082,CLAassistant,2020-06-19T19:53:58Z,issue_comment,1050
646866370,3082,rydenisbak,2020-06-19T21:26:40Z,issue_comment,38
651103942,3082,yhcao6,2020-06-29T12:59:52Z,issue_comment,54
655487948,3082,yhcao6,2020-07-08T12:27:17Z,issue_comment,71
824002805,5039,CLAassistant,2021-04-21T11:56:36Z,issue_comment,1461
824580044,5039,codecov[bot],2021-04-22T06:36:19Z,issue_comment,6770
826290127,5039,ZwwWayne,2021-04-25T09:23:22Z,issue_comment,55
1985694391,11533,CLAassistant,2024-03-08T13:26:55Z,issue_comment,176
2154897169,11776,MiXaiLL76,2024-06-07T13:54:33Z,issue_comment,53
2156716055,11776,vansprosk8,2024-06-09T17:48:22Z,issue_comment,38
2159649258,11776,BIGWangYuDong,2024-06-11T02:22:36Z,issue_comment,41
2164889391,11776,MiXaiLL76,2024-06-13T07:50:38Z,issue_comment,87
2189036553,11776,MiXaiLL76,2024-06-25T13:58:05Z,issue_comment,70
2264330354,11776,hhaAndroid,2024-08-02T01:40:57Z,issue_comment,37
2264775557,11776,MiXaiLL76,2024-08-02T07:44:00Z,issue_comment,71
2320460989,11776,MiXaiLL76,2024-08-30T08:21:05Z,issue_comment,43
2438949864,11776,MiXaiLL76,2024-10-25T22:10:45Z,issue_comment,96
2911892092,11776,MiXaiLL76,2025-05-27T09:48:31Z,issue_comment,20
1701075872,11776,hhaAndroid,2024-08-02T01:40:14Z,review_comment,100
1701075936,11776,hhaAndroid,2024-08-02T01:40:19Z,review_comment,100
1701437669,11776,MiXaiLL76,2024-08-02T07:43:10Z,review_comment,4
1701437906,11776,MiXaiLL76,2024-08-02T07:43:16Z,review_comment,4
1770725393,11776,BIGWangYuDong,2024-09-23T02:40:09Z,review_comment,203
2833811715,12350,CLAassistant,2025-04-28T02:08:28Z,issue_comment,570
2764668628,12339,CLAassistant,2025-03-30T17:38:59Z,issue_comment,176
2744547630,12331,CLAassistant,2025-03-21T22:02:16Z,issue_comment,176
1578793041,10454,CLAassistant,2023-06-06T13:40:58Z,issue_comment,176
1580090839,10454,OpenMMLab-Assistant-004,2023-06-07T07:25:23Z,issue_comment,1035
2710816362,12325,CLAassistant,2025-03-10T14:35:44Z,issue_comment,176
865982192,5417,CLAassistant,2021-06-22T13:25:40Z,issue_comment,175
866456207,5417,hhaAndroid,2021-06-23T01:43:00Z,issue_comment,200
866496523,5417,thisisi3,2021-06-23T03:37:08Z,issue_comment,221
867381783,5417,hhaAndroid,2021-06-24T06:39:23Z,issue_comment,391
1506248075,5417,OpenMMLab-Coodinator,2023-04-13T02:40:19Z,issue_comment,736
2667657992,12313,CLAassistant,2025-02-19T06:51:18Z,issue_comment,570
1031568498,7125,CLAassistant,2022-02-07T15:07:31Z,issue_comment,175
1032183237,7125,codecov[bot],2022-02-08T03:43:01Z,issue_comment,2697
1035852345,7125,hhaAndroid,2022-02-11T03:34:51Z,issue_comment,64
1038779887,7125,abelsiqueira,2022-02-14T08:14:03Z,issue_comment,157
1507855895,7125,OpenMMLab-Assistant003,2023-04-14T02:50:53Z,issue_comment,774
1120146001,7924,CLAassistant,2022-05-07T06:30:34Z,issue_comment,175
1120157636,7924,codecov[bot],2022-05-07T07:42:43Z,issue_comment,2701
1120885887,7945,CLAassistant,2022-05-09T09:47:52Z,issue_comment,175
1122031778,7945,jbwang1997,2022-05-10T07:31:36Z,issue_comment,66
1122104552,7945,codecov[bot],2022-05-10T08:42:37Z,issue_comment,3559
1122124618,7945,jbwang1997,2022-05-10T09:02:57Z,issue_comment,142
868902026,7945,ZwwWayne,2022-05-10T07:23:18Z,review_comment,51
868902691,7945,ZwwWayne,2022-05-10T07:24:05Z,review_comment,168
868903330,7945,ZwwWayne,2022-05-10T07:24:47Z,review_comment,23
868959808,7945,jbwang1997,2022-05-10T08:23:56Z,review_comment,29
868960978,7945,jbwang1997,2022-05-10T08:25:07Z,review_comment,73
1140937053,8090,ZwwWayne,2022-05-30T09:40:49Z,issue_comment,615
1140979247,8090,pallgeuer,2022-05-30T10:22:48Z,issue_comment,158
1141582615,8090,ZwwWayne,2022-05-31T01:36:11Z,issue_comment,404
1141809672,8090,pallgeuer,2022-05-31T08:15:15Z,issue_comment,84
1148439996,8090,pallgeuer,2022-06-07T09:41:44Z,issue_comment,118
1148567485,8090,codecov[bot],2022-06-07T11:56:32Z,issue_comment,5213
1150591083,8090,ZwwWayne,2022-06-09T02:05:33Z,issue_comment,1328
1150936508,8090,pallgeuer,2022-06-09T10:13:00Z,issue_comment,141
1152864864,8090,ZwwWayne,2022-06-11T06:10:26Z,issue_comment,316
1407638001,8090,ZwwWayne,2023-01-29T11:32:50Z,issue_comment,174
891104754,8090,ZwwWayne,2022-06-07T11:34:02Z,review_comment,380
891186995,8090,pallgeuer,2022-06-07T12:56:11Z,review_comment,625
892256685,8090,ZwwWayne,2022-06-08T11:44:36Z,review_comment,821
892331837,8090,pallgeuer,2022-06-08T13:00:36Z,review_comment,21
1147287574,8142,codecov[bot],2022-06-06T10:14:52Z,issue_comment,3496
1272324380,8142,ZwwWayne,2022-10-08T13:47:03Z,issue_comment,73
1272337951,8142,HAOCHENYE,2022-10-08T15:01:24Z,issue_comment,205
890041482,8142,hhaAndroid,2022-06-06T11:00:01Z,review_comment,91
891106677,8142,ZwwWayne,2022-06-07T11:36:23Z,review_comment,109
1177548587,8323,codecov[bot],2022-07-07T12:40:20Z,issue_comment,2699
1178454282,8323,zimoqingfeng,2022-07-08T02:01:30Z,issue_comment,109
1188749573,8323,zimoqingfeng,2022-07-19T08:22:05Z,issue_comment,46
1188753543,8323,ayulockin,2022-07-19T08:25:59Z,issue_comment,153
1188820823,8323,zimoqingfeng,2022-07-19T09:29:08Z,issue_comment,142
1197846194,8323,liming-ai,2022-07-28T08:43:37Z,issue_comment,59
1197850426,8323,zimoqingfeng,2022-07-28T08:47:30Z,issue_comment,35
1210592573,8323,zimoqingfeng,2022-08-10T12:17:34Z,issue_comment,89
1211029604,8323,ayulockin,2022-08-10T17:29:52Z,issue_comment,121
1211595867,8323,zimoqingfeng,2022-08-11T06:27:13Z,issue_comment,78
1291419571,8323,hhaAndroid,2022-10-26T02:40:32Z,issue_comment,41
1291426162,8323,ayulockin,2022-10-26T02:51:40Z,issue_comment,510
1291925001,8323,zimoqingfeng,2022-10-26T11:59:44Z,issue_comment,560
916508904,8323,ayulockin,2022-07-08T06:41:54Z,review_comment,573
1204801374,8491,codecov[bot],2022-08-04T06:07:34Z,issue_comment,2697
1206249897,8508,codecov[bot],2022-08-05T09:35:26Z,issue_comment,3508
2646048926,12304,CLAassistant,2025-02-09T03:27:17Z,issue_comment,176
2646053591,12304,anglesideangle,2025-02-09T03:48:56Z,issue_comment,41
2629660599,12300,CLAassistant,2025-02-03T00:40:42Z,issue_comment,176
2593493362,12296,CLAassistant,2025-01-15T17:11:28Z,issue_comment,176
2590303298,12293,CLAassistant,2025-01-14T15:47:58Z,issue_comment,1019
2590382365,12293,chatzianagnostis,2025-01-14T16:10:17Z,issue_comment,38
2590174658,12292,CLAassistant,2025-01-14T15:06:39Z,issue_comment,176
2580123281,12288,CLAassistant,2025-01-09T13:12:37Z,issue_comment,176
2569994329,12283,CLAassistant,2025-01-04T01:43:08Z,issue_comment,176
2549333639,12273,CLAassistant,2024-12-17T18:52:47Z,issue_comment,909
1365039365,9533,CLAassistant,2022-12-26T09:40:13Z,issue_comment,175
1365571750,9533,ZwwWayne,2022-12-27T03:00:35Z,issue_comment,117
1365618938,9533,Min-Sheng,2022-12-27T05:16:04Z,issue_comment,787
1365642755,9533,ZwwWayne,2022-12-27T06:18:00Z,issue_comment,388
1366340582,9533,Min-Sheng,2022-12-28T03:29:15Z,issue_comment,430
1369456234,9533,codecov[bot],2023-01-03T07:18:51Z,issue_comment,4360
1495748007,9533,OpenMMLab-Assistant001,2023-04-04T10:46:11Z,issue_comment,975
1057465107,9533,ZwwWayne,2022-12-27T06:19:51Z,review_comment,440
1057465258,9533,ZwwWayne,2022-12-27T06:20:13Z,review_comment,45
1060260333,9533,ZwwWayne,2023-01-03T03:32:40Z,review_comment,199
1061088222,9533,Min-Sheng,2023-01-04T02:15:32Z,review_comment,5
1074804785,7493,CLAassistant,2022-03-22T07:00:36Z,issue_comment,1004
1074906411,7493,codecov[bot],2022-03-22T09:05:02Z,issue_comment,3519
